,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Tuatapere,66,NZ,1594693379,75,-46.13,167.68,48.24,5.79
376,Ambon City,40,ID,1594693397,94,-3.7,128.18,78.01,8.05
377,Panabá,52,MX,1594693486,87,21.28,-88.27,77.45,9.55
378,Luangwa,0,ZM,1594693719,86,-15.62,30.42,54.91,0.69
379,Kashgar,14,CN,1594693401,35,39.45,75.98,73.4,8.95
380,Raudeberg,90,NO,1594693387,93,61.99,5.14,53.6,6.93
381,Nizhniy Mamon,100,RU,1594693719,90,50.19,40.51,67.77,11.03
382,Ust'-Ilimsk,17,RU,1594693720,41,58.0,102.66,82.85,1.12
383,Eugene,1,US,1594693602,26,44.05,-123.09,78.8,13.87
384,Richards Bay,0,ZA,1594693375,52,-28.78,32.04,61.11,12.91
385,Itupiranga,50,BR,1594693720,73,-5.13,-49.33,77.0,2.42
386,Coahuayana Viejo,75,MX,1594693552,74,18.73,-103.68,78.8,11.41
387,Chardara,0,KZ,1594693721,42,41.25,67.97,79.52,6.85
388,Mina,5,MX,1594693721,20,26.0,-100.53,96.8,5.82
389,Bǝrdǝ,59,AZ,1594693721,63,40.37,47.13,74.59,11.56
390,Bolivar,0,US,1594693721,62,37.61,-93.41,81.0,6.53
391,Alofi,75,NU,1594693360,60,-19.06,-169.92,75.2,19.46
392,Esim,64,GH,1594693568,85,4.87,-2.24,74.95,10.85
393,Poshekhon'ye,100,RU,1594693722,95,58.5,39.14,58.51,6.42
394,Kehychivka,100,UA,1594693722,96,49.29,35.76,61.54,9.64
395,Labuhan,0,ID,1594693722,74,-6.88,112.21,81.84,6.71
396,Diffa,0,NE,1594693722,50,13.32,12.61,85.48,8.48
397,Bow Island,75,CA,1594693723,48,49.87,-111.37,63.0,11.41
398,Kuminskiy,2,RU,1594693723,64,58.67,66.57,67.06,3.38
399,Margate,100,GB,1594693370,66,51.38,1.39,64.0,1.01
400,Ishigaki,75,JP,1594693723,75,24.34,124.16,89.6,16.11
401,Carutapera,15,BR,1594693723,94,-1.2,-46.02,74.55,5.7
402,Comodoro Rivadavia,0,AR,1594693440,64,-45.87,-67.5,33.8,9.17
403,Stornoway,89,GB,1594693685,91,58.21,-6.39,51.01,1.01
404,Port Blair,89,IN,1594693590,76,11.67,92.75,83.25,13.62
405,Zwedru,97,LR,1594693724,95,6.07,-8.13,71.22,4.81
406,Mount Isa,63,AU,1594693397,25,-20.73,139.5,64.4,11.41
407,Tiksi,100,RU,1594693362,95,71.69,128.87,41.31,8.01
408,Akhmīm,0,EG,1594693725,29,26.56,31.75,77.0,5.82
409,Itajubá,55,BR,1594693471,75,-22.43,-45.45,64.99,1.3
410,Olafsvik,100,IS,1594693398,82,64.89,-23.71,51.39,2.57
411,Nelson Bay,75,AU,1594693712,82,-32.72,152.15,63.0,24.16
412,Levice,2,SK,1594693726,82,48.22,18.61,57.0,1.01
413,Forio,88,IT,1594693726,64,40.73,13.86,75.0,1.01
414,Hohhot,0,CN,1594693400,53,40.81,111.65,77.0,4.47
415,Grøa,100,NO,1594693727,76,62.65,8.72,53.6,10.29
416,Rurrenabaque,28,BO,1594693727,86,-14.44,-67.53,72.84,1.32
417,Half Moon Bay,90,US,1594693293,87,37.46,-122.43,66.2,5.82
418,Takaka,100,NZ,1594693727,81,-40.85,172.8,53.01,5.99
419,East Wenatchee Bench,1,US,1594693728,19,47.43,-120.28,80.6,6.93
420,San Cristobal,96,VE,1594693376,88,7.77,-72.22,65.25,3.56
421,Xai-Xai,0,MZ,1594693728,49,-25.05,33.64,60.19,13.18
422,Hambantota,40,LK,1594693372,100,6.12,81.12,78.8,5.82
423,Rhyl,100,GB,1594693729,93,53.32,-3.49,57.0,5.01
424,Sananduva,58,BR,1594693729,82,-27.95,-51.81,44.69,3.67
425,Chimoré,99,BO,1594693729,89,-16.98,-65.13,73.18,2.89
426,Marsh Harbour,100,BS,1594693562,76,26.54,-77.06,83.7,9.6
427,Puerto Ayacucho,86,VE,1594693541,85,5.66,-67.62,75.78,2.1
428,Abéché,90,TD,1594693730,54,13.83,20.83,83.44,5.91
429,Saint-Tite,75,CA,1594693730,68,46.73,-72.57,71.01,10.29
430,Mīnāb,75,IR,1594693731,84,27.15,57.08,89.6,4.7
431,Saint-Pierre,1,RE,1594693731,68,-21.34,55.48,66.2,4.7
432,Zheleznodorozhnyy,90,RU,1594693731,93,55.75,38.0,63.0,6.71
433,Talnakh,75,RU,1594693386,87,69.49,88.4,55.4,6.71
434,Kungurtug,100,RU,1594693724,83,50.6,97.52,59.13,1.36
435,Antofagasta,0,CL,1594693732,81,-23.65,-70.4,53.6,5.82
436,Grindavik,75,IS,1594693392,93,63.84,-22.43,48.2,9.17
437,Alzamay,69,RU,1594693732,55,55.56,98.66,76.05,2.51
438,Gizo Government Station,100,SB,1594693581,69,-8.1,156.84,84.43,3.83
439,Rockland,17,US,1594693733,74,41.17,-74.05,77.0,6.13
440,Christchurch,0,NZ,1594693565,61,-43.53,172.63,51.01,2.24
441,Simao,100,CN,1594693734,87,22.79,100.97,71.08,3.02
442,Porto-Novo,20,BJ,1594693365,94,6.5,2.6,77.0,10.29
443,Jiuquan,0,CN,1594693648,32,39.74,98.52,80.35,3.71
444,Galle,100,LK,1594693573,83,6.04,80.22,81.72,9.98
445,Puri,75,IN,1594693735,100,19.8,85.85,80.6,4.7
446,Fortuna,1,US,1594693363,72,40.6,-124.16,62.01,11.41
447,Hobyo,35,SO,1594693363,77,5.35,48.53,77.02,21.59
448,Kafanchan,100,NG,1594693736,96,9.58,8.3,68.05,2.01
449,Uporovo,48,RU,1594693736,77,56.31,66.27,72.43,2.13
450,Dunedin,43,NZ,1594693121,70,-45.87,170.5,48.0,7.0
451,Sørland,2,NO,1594693397,87,67.67,12.69,52.95,11.88
452,Amalāpuram,100,IN,1594693737,91,16.58,82.02,79.11,3.98
453,Cuenca,75,EC,1594693357,76,-2.88,-78.98,57.2,3.36
454,Zliten,0,LY,1594693737,84,32.47,14.57,72.5,1.68
455,Iracoubo,0,GF,1594693737,83,5.48,-53.2,78.24,7.72
456,Acacías,1,CO,1594693682,82,3.99,-73.76,68.92,4.97
457,La Chapelle-sur-Erdre,100,FR,1594693738,63,47.3,-1.55,60.8,3.36
458,Khao Yoi,20,TH,1594693738,79,13.24,99.82,84.2,2.24
459,Schleiden,55,DE,1594693738,93,50.53,6.48,54.0,1.12
460,Mapiri,33,BO,1594693738,89,-15.25,-68.17,66.49,0.81
461,Stephenville,1,US,1594693383,33,32.22,-98.2,93.99,4.7
462,Kano,20,NG,1594693739,94,12.0,8.52,73.4,6.93
463,Port Lincoln,0,AU,1594693406,68,-34.73,135.87,57.31,10.83
464,Ust-Kuyga,100,RU,1594693402,88,70.02,135.6,58.28,12.15
465,Trat,75,TH,1594693740,94,12.5,102.5,78.8,9.17
466,Belyy Yar,75,RU,1594693740,77,53.6,91.39,68.0,6.71
467,Council Bluffs,75,US,1594693740,54,41.26,-95.86,84.2,14.99
468,Mersing,20,MY,1594693740,88,2.43,103.84,80.6,2.24
469,Biltine,92,TD,1594693724,37,14.53,20.92,86.97,2.75
470,Bonthe,100,SL,1594693368,88,7.53,-12.51,76.12,11.39
471,Laguna,1,US,1594693376,37,38.42,-121.42,84.2,10.29
472,Pringsewu,100,ID,1594693741,79,-5.36,104.97,80.58,0.74
473,Burns Lake,43,CA,1594693741,37,54.23,-125.75,66.22,8.97
474,Santiago del Estero,0,AR,1594693547,47,-27.8,-64.26,51.55,7.92
475,Bairiki Village,75,KI,1594693586,66,1.33,172.98,86.0,6.93
476,Olinda,40,BR,1594693742,88,-8.01,-34.86,75.2,3.36
477,Oga,90,IT,1594693742,100,46.46,10.35,51.8,2.24
478,Puerto Gaitán,49,CO,1594693743,85,4.31,-72.08,76.01,4.7
479,Le Port,6,RE,1594693743,77,-20.94,55.29,69.8,13.87
480,Ciudad Bolivar,100,VE,1594693287,78,8.12,-63.55,79.81,9.08
481,Cochrane,20,CA,1594693462,36,51.18,-114.47,62.6,18.34
482,Hirara,40,JP,1594693510,66,24.8,125.28,91.4,17.22
483,Tsimmerbude,75,RU,1594693744,93,54.67,20.13,51.8,2.24
484,Graaff-Reinet,91,ZA,1594693744,70,-32.25,24.53,40.53,4.47
485,Majene,17,ID,1594693744,74,-3.54,118.97,82.31,11.65
486,İzmit,75,TR,1594693744,100,40.77,29.92,64.4,6.62
487,Moerai,100,PF,1594693745,83,-22.43,-151.33,67.41,10.49
488,Nisibis,43,TR,1594693571,29,37.08,41.22,82.94,8.68
489,Vestmanna,82,FO,1594693745,100,62.16,-7.17,48.2,5.82
490,Ciudad Guayana,100,VE,1594693746,89,8.35,-62.65,75.72,4.7
491,Gusinoye Ozero,53,RU,1594693746,54,51.11,106.26,75.0,3.29
492,Narganá,51,PA,1594693746,83,9.44,-78.59,81.19,4.34
493,Iberia,20,US,1594693746,83,29.95,-91.75,82.4,4.7
494,Gossaigaon,93,IN,1594693747,83,26.45,89.99,82.67,5.68
495,Caxito,52,AO,1594693747,91,-8.58,13.66,65.61,2.89
496,Saýat,0,TM,1594693366,31,38.78,63.88,78.8,4.7
497,Coquimbo,8,CL,1594693372,93,-29.95,-71.34,50.0,2.3
498,Xinxiang,82,CN,1594693748,55,35.31,113.87,82.99,1.68
499,Artyom,4,AZ,1594693748,88,40.47,50.33,77.0,6.93
500,Tutóia,47,BR,1594693576,81,-2.76,-42.27,78.49,10.18
501,Santa Rosalía,0,MX,1594693749,49,27.32,-112.28,87.17,5.12
502,Puerto Escondido,1,MX,1594693749,76,15.85,-97.07,81.34,3.38
503,Viedma,0,AR,1594693101,69,-40.81,-63.0,40.68,12.48
504,Finschhafen,100,PG,1594693749,80,-6.6,147.87,79.7,8.32
505,Saquena,0,PE,1594693750,83,-4.67,-73.52,75.72,1.68
506,Umluj,0,SA,1594693556,73,25.02,37.27,79.81,2.73
507,Aranos,0,NA,1594693750,72,-24.13,19.12,38.71,8.99
508,Glendive,1,US,1594693750,32,47.11,-104.71,71.01,13.87
509,Ugoofaaru,19,MV,1594693377,71,5.67,73.0,83.98,6.91
510,Nueve de Julio,0,AR,1594693751,57,-35.44,-60.88,37.0,1.99
511,Angoram,81,PG,1594693751,78,-4.06,144.07,83.89,1.32
512,Altamira,79,BR,1594693751,82,-3.2,-52.21,73.81,0.96
513,Lanzhou,100,CN,1594693752,83,36.06,103.79,66.99,0.78
514,Ardabil,75,IR,1594693752,82,38.25,48.29,59.0,4.7
515,Key Largo,95,US,1594693752,1,25.09,-80.45,84.99,9.95
516,Jurm,100,AF,1594693752,36,36.86,70.83,71.76,2.89
517,Banjar,20,ID,1594693387,88,-8.19,114.97,82.4,20.8
518,Keta,40,GH,1594693753,88,5.92,0.99,77.0,11.41
519,Bom Jesus da Lapa,96,BR,1594693753,39,-13.26,-43.42,72.01,4.36
520,Māngrol,94,IN,1594693753,81,21.12,70.12,83.53,8.79
521,Diego de Almagro,0,CL,1594693754,69,-26.37,-70.05,49.6,1.5
522,Newport,46,GB,1594693723,97,51.59,-3.0,62.01,5.17
523,Bien Unido,40,PH,1594693754,70,10.14,124.38,87.8,6.93
524,Tamandaré,4,BR,1594693754,84,-8.76,-35.1,74.28,3.24
525,Camacha,75,PT,1594693755,77,33.08,-16.33,69.8,12.75
526,Kavarskas,0,LT,1594693755,96,55.43,24.92,47.14,3.6
527,Umm Kaddadah,0,SD,1594693382,53,13.6,26.69,83.48,16.24
528,Gari,51,RU,1594693756,67,59.43,62.35,64.47,5.84
529,Huilong,100,CN,1594693756,86,31.81,121.66,79.0,3.65
530,Vao,100,NC,1594693387,76,-22.67,167.48,72.82,12.41
531,Muisne,96,EC,1594693757,88,0.6,-80.03,75.09,9.73
532,Ambunti,97,PG,1594693757,57,-4.24,142.84,90.0,1.14
533,Bam,56,IR,1594693757,31,29.11,58.36,85.84,6.17
534,Geilo,100,NO,1594693758,84,60.53,8.21,48.0,2.26
535,Atascadero,1,US,1594693758,49,35.49,-120.67,71.6,23.04
536,Namatanai,100,PG,1594693584,70,-3.67,152.43,83.84,5.37
537,Itarema,6,BR,1594693604,76,-2.92,-39.92,75.88,10.85
538,Marsá Maţrūḩ,0,EG,1594693531,88,31.35,27.25,69.8,7.16
539,Mabaruma,13,GY,1594693368,97,8.2,-59.78,74.34,1.95
540,Colac,0,AU,1594693080,99,-38.33,143.58,55.0,9.95
541,Chancay,90,PE,1594693759,87,-11.57,-77.27,59.0,6.93
542,Boali,100,CF,1594693759,94,4.8,18.13,71.6,2.24
543,Fernie,75,CA,1594693760,44,49.5,-115.07,69.8,5.82
544,Guapí,79,CO,1594693760,93,2.57,-77.89,76.08,3.67
545,Kota Belud,20,MY,1594693760,83,6.35,116.43,84.2,3.36
546,Orangeburg,75,US,1594693760,74,33.49,-80.86,82.0,6.93
547,Hamada,75,JP,1594693761,78,34.88,132.08,77.0,11.41
548,Ayabaca,100,PE,1594693761,100,-4.64,-79.71,51.94,3.91
549,Kochubey,100,RU,1594693761,75,44.39,46.58,75.02,13.6
